time,temperature,fan_status
03:21:37,27.6,0
03:21:48,27.6,0
03:21:53,27.6,0
03:21:58,27.6,0
03:22:05,27.6,0
03:22:11,27.6,0
03:22:18,27.6,0
03:22:24,27.6,0
03:22:30,27.6,0
03:22:37,27.6,0
03:22:43,27.6,0
03:22:49,27.6,0
03:22:56,27.6,0
03:23:02,27.6,0
03:23:08,27.6,0
03:23:15,27.6,0
03:23:21,27.6,0
03:23:27,27.6,0
03:23:34,27.6,0
03:23:40,27.6,0
03:23:46,27.6,0
03:23:53,27.6,0
03:23:59,27.6,0
03:24:05,27.6,0
03:24:12,27.6,0
03:24:18,27.6,0
03:24:24,27.6,0
03:24:31,27.6,0
03:24:37,27.6,0
03:24:43,27.6,0
03:24:50,27.6,0
03:24:56,27.6,0
03:25:02,27.6,0
03:25:09,27.6,0
03:25:15,27.6,0
03:25:21,27.6,0
03:25:33,27.6,0
03:25:45,27.6,0
03:25:51,27.6,0
03:26:03,27.6,0
03:26:09,27.6,0
03:26:15,27.6,0
03:26:22,27.6,0
03:26:28,27.6,0
03:26:34,27.6,0
03:26:41,27.6,0
03:26:47,27.6,0
03:26:53,27.6,0
03:27:00,27.6,0
03:27:06,27.6,0
03:27:12,27.6,0
03:27:19,27.6,0
03:27:25,27.6,0
03:27:47,27.6,0
03:27:54,27.6,0
03:28:00,27.6,0
03:28:06,27.6,0
03:28:13,27.6,0
03:28:19,27.6,0
03:28:25,27.6,0
03:28:32,27.6,0
03:28:43,27.6,0
03:28:50,27.6,0
03:28:56,27.6,0
03:29:02,27.6,0
03:29:09,27.6,0
03:29:15,27.6,0
03:29:21,27.6,0
03:29:28,27.6,0
03:29:39,27.6,0
03:29:46,27.6,0
03:29:52,27.6,0
03:29:58,27.6,0
03:30:05,27.6,0
03:30:11,27.6,0
03:30:17,27.6,0
03:30:24,27.6,0
03:30:30,27.6,0
03:30:36,27.6,0
03:30:43,27.6,0
03:30:49,27.6,0
03:30:56,27.6,0
03:31:02,27.6,0
03:31:08,27.6,0
03:31:15,27.6,0
03:31:21,27.6,0
03:31:27,27.6,0
03:31:34,27.6,0
03:31:40,27.6,0
03:31:46,27.6,0
03:31:53,27.6,0
03:31:59,27.6,0
03:32:05,27.6,0
03:32:12,27.6,0
03:32:18,27.6,0
03:32:24,27.6,0
03:32:31,27.6,0
03:32:37,27.6,0
03:32:43,27.6,0
03:33:00,27.6,0
03:33:07,27.6,0
03:33:13,27.6,0
03:33:19,27.6,0
03:33:26,27.6,0
03:33:32,27.6,0
03:33:38,27.6,0
03:33:45,27.6,0
03:33:51,27.6,0
03:33:57,27.6,0
03:34:04,27.6,0
03:34:10,27.6,0
03:34:16,27.6,0
03:34:23,27.6,0
03:34:29,27.6,0
03:34:35,27.6,0
03:34:42,27.6,0
03:34:53,27.6,0
03:35:00,27.6,0
03:35:06,27.6,0
03:35:14,27.6,0
03:35:26,27.6,0
03:35:49,27.6,0
03:36:01,28.0,0
03:36:12,28.0,0
03:36:23,27.8,0
03:37:06,27.6,0
03:37:18,27.6,0
03:37:30,27.6,0
03:37:43,27.6,0
03:37:55,27.6,0
03:38:07,28.0,0
03:38:19,28.0,0
03:38:31,28.0,0
03:38:43,28.5,0
03:38:54,28.5,0
03:39:05,28.1,0
03:39:17,28.5,0
03:39:29,28.9,0
03:39:39,29.8,0
03:39:46,30.2,0
03:39:53,30.8,0
03:40:00,30.8,0
03:40:07,30.8,0
03:40:19,29.3,0
03:40:25,29.3,0
03:40:31,28.9,0
03:40:37,28.5,0
03:40:43,28.5,0
03:40:49,28.0,0
03:40:55,28.0,0
03:41:01,28.0,0
03:41:07,28.0,0
03:41:13,28.0,0
03:41:19,28.0,0
03:41:25,28.0,0
03:41:31,28.5,0
03:41:37,28.5,0
03:41:43,28.5,0
03:41:49,28.5,0
03:41:55,28.5,0
03:42:01,28.5,0
03:42:07,28.5,0
03:42:13,28.5,0
03:42:19,28.5,0
03:42:25,28.5,0
03:42:31,28.5,0
03:42:37,28.5,0
03:42:43,28.5,0
03:42:55,28.5,0
03:43:01,28.5,0
03:43:07,28.5,0
03:43:13,28.5,0
03:43:19,28.5,0
03:43:31,28.0,0
03:43:37,28.0,0
03:43:43,28.0,0
03:43:54,28.0,0
03:44:06,28.0,0
03:44:12,28.0,0
03:44:18,28.0,0
03:44:24,28.0,0
03:44:30,28.0,0
03:44:36,28.0,0
03:44:43,28.0,0
03:44:49,28.0,0
03:44:55,28.0,0
03:45:01,28.0,0
03:45:07,28.0,0
03:45:13,28.0,0
03:45:19,28.0,0
03:45:25,28.0,0
03:45:32,28.0,0
03:45:38,28.0,0
03:45:44,28.0,0
03:45:50,28.0,0
03:45:56,28.0,0
03:46:02,28.0,0
03:46:08,28.0,0
03:46:15,28.0,0
03:46:21,28.0,0
03:46:31,28.0,0
03:46:55,28.0,0
03:47:31,27.6,0
03:47:37,27.6,0
03:47:43,27.6,0
03:47:49,27.6,0
03:47:55,27.6,0
03:48:01,27.6,0
03:48:07,27.6,0
03:48:13,27.6,0
03:48:19,27.6,0
03:48:25,27.6,0
03:48:31,27.6,0
03:48:37,27.6,0
03:48:44,27.6,0
03:49:06,27.6,0
03:49:22,27.6,0
03:49:28,27.6,0
03:49:35,27.6,0
03:49:41,27.6,0
03:49:47,27.6,0
03:49:53,27.6,0
03:49:59,27.6,0
03:50:05,27.6,0
03:50:11,27.6,0
03:50:22,27.6,0
03:50:28,27.6,0
03:50:34,27.6,0
03:50:51,27.6,0
03:50:57,27.6,0
03:51:09,27.6,0
03:51:15,27.6,0
03:51:21,27.6,0
03:51:27,27.6,0
03:51:33,27.6,0
03:51:39,27.6,0
03:51:46,27.6,0
03:51:52,27.6,0
03:51:58,27.6,0
03:52:04,27.6,0
03:52:10,27.6,0
03:52:16,27.6,0
03:52:22,27.6,0
03:52:28,27.6,0
03:52:34,27.6,0
03:52:45,27.6,0
03:52:51,27.5,0
03:52:58,27.4,0
03:53:09,27.1,0
03:53:15,27.1,0
03:53:21,27.1,0
03:53:33,27.1,0
03:53:39,27.1,0
03:53:50,27.1,0
03:54:02,27.1,0
03:54:08,27.1,0
03:54:14,27.1,0
03:54:20,27.1,0
03:54:26,27.1,0
03:54:43,27.1,0
03:54:49,27.1,0
03:54:55,27.1,0
03:55:01,27.1,0
03:55:07,27.1,0
03:55:13,27.1,0
03:55:19,27.1,0
03:55:25,27.1,0
03:55:31,27.1,0
03:55:37,27.1,0
03:55:43,27.1,0
03:55:49,27.1,0
03:55:55,27.1,0
03:56:02,27.1,0
03:56:08,27.1,0
03:56:14,27.1,0
03:56:20,27.1,0
03:56:26,27.1,0
03:56:37,27.1,0
03:56:43,27.1,0
03:56:49,27.1,0
03:56:55,27.1,0
03:57:01,27.1,0
03:57:08,27.1,0
03:57:14,27.1,0
03:57:20,27.1,0
03:57:26,27.1,0
03:57:32,27.1,0
03:57:38,27.1,0
03:57:44,27.1,0
03:58:01,27.1,0
03:58:07,27.1,0
03:58:13,27.1,0
03:58:19,27.1,0
03:58:30,27.1,0
03:58:36,27.1,0
03:58:42,27.1,0
03:58:49,27.1,0
03:58:55,27.1,0
03:59:01,27.1,0
03:59:07,27.1,0
03:59:13,27.1,0
03:59:19,27.1,0
03:59:25,27.1,0
03:59:31,27.1,0
03:59:37,27.1,0
03:59:43,27.1,0
03:59:49,27.1,0
03:59:55,27.1,0
04:00:01,27.1,0
04:00:07,27.1,0
04:00:19,27.1,0
04:00:36,27.1,0
04:00:42,27.1,0
04:00:48,27.1,0
04:00:54,27.1,0
04:01:00,27.1,0
04:01:06,27.1,0
04:01:12,27.1,0
04:01:18,27.1,0
04:01:24,27.1,0
04:01:30,27.1,0
04:01:36,27.1,0
04:01:42,27.1,0
04:01:54,27.1,0
04:02:05,27.1,0
04:02:11,27.1,0
04:02:18,27.1,0
04:02:24,27.1,0
04:02:30,27.1,0
04:02:36,27.1,0
04:02:42,27.1,0
04:02:48,27.1,0
04:02:54,27.1,0
04:03:00,27.1,0
04:03:06,27.1,0
04:03:12,27.1,0
04:03:24,27.1,0
04:03:30,27.1,0
04:03:36,27.1,0
04:03:42,27.1,0
04:03:53,27.1,0
04:03:59,27.1,0
04:04:05,27.1,0
04:04:17,27.1,0
04:04:23,27.1,0
04:04:29,27.1,0
04:04:35,27.1,0
04:04:41,27.1,0
04:04:47,27.1,0
04:04:53,27.1,0
04:05:00,27.1,0
04:05:06,27.1,0
04:05:17,27.1,0
04:05:28,27.1,0
04:05:35,27.1,0
04:05:41,27.1,0
04:05:47,27.1,0
04:05:53,27.1,0
04:05:59,27.1,0
04:06:06,27.1,0
04:06:12,27.1,0
04:06:18,27.1,0
04:06:24,27.1,0
04:06:30,27.1,0
04:06:46,27.1,0
04:06:52,27.1,0
04:06:58,27.1,0
04:07:04,27.1,0
04:07:16,27.1,0
04:07:22,27.1,0
04:07:28,27.1,0
04:07:34,27.1,0
04:07:40,27.1,0
04:07:46,27.1,0
04:07:52,27.1,0
04:07:58,27.1,0
04:08:05,27.1,0
04:08:11,27.1,0
04:08:22,27.1,0
04:08:28,27.1,0
04:08:34,27.1,0
04:08:40,27.1,0
04:08:46,27.1,0
04:08:57,27.1,0
04:09:04,27.1,0
04:09:10,27.1,0
04:09:16,27.1,0
04:09:22,27.1,0
04:09:28,27.1,0
04:09:34,27.1,0
04:09:40,27.1,0
04:09:46,27.1,0
04:09:52,27.1,0
04:09:58,27.1,0
04:10:04,27.1,0
04:10:10,27.1,0
04:10:16,27.1,0
04:10:22,27.1,0
04:10:29,27.1,0
04:10:35,27.1,0
04:10:41,27.1,0
04:10:47,27.1,0
04:10:53,27.1,0
04:10:59,27.1,0
04:11:05,27.1,0
04:11:11,27.1,0
04:11:17,27.1,0
04:11:23,27.1,0
04:11:29,27.1,0
04:11:35,27.1,0
04:11:42,27.1,0
04:11:48,27.1,0
04:11:54,27.1,0
04:12:00,27.1,0
04:12:06,27.1,0
04:12:12,27.1,0
04:12:18,27.1,0
04:12:29,27.1,0
04:12:35,27.1,0
04:12:41,27.1,0
04:12:47,27.1,0
04:12:53,27.1,0
04:12:59,27.1,0
04:13:06,27.1,0
04:13:12,27.1,0
04:13:18,27.1,0
04:13:24,27.1,0
04:13:30,27.1,0
04:13:36,27.1,0
04:13:42,27.1,0
04:13:49,27.1,0
04:13:55,27.1,0
04:14:01,27.1,0
04:14:07,27.1,0
04:14:13,27.1,0
04:14:19,27.1,0
04:14:25,27.1,0
04:14:37,27.1,0
04:14:43,27.1,0
04:14:49,27.1,0
04:14:55,27.1,0
04:15:01,27.1,0
04:15:07,27.1,0
04:15:13,27.1,0
04:15:19,27.1,0
04:15:25,27.1,0
04:15:31,27.1,0
04:15:43,27.1,0
04:15:49,27.1,0
04:15:55,27.1,0
04:16:01,27.1,0
04:16:07,27.1,0
04:16:13,27.1,0
04:16:19,27.1,0
04:16:25,27.1,0
04:16:32,27.1,0
04:16:38,27.1,0
04:16:44,27.1,0
04:16:55,27.1,0
04:17:07,27.1,0
04:17:13,27.1,0
04:17:19,27.1,0
04:17:25,27.1,0
04:17:31,27.1,0
04:17:37,27.1,0
04:17:43,27.1,0
04:17:50,27.1,0
04:17:56,27.1,0
04:18:02,27.1,0
04:18:08,27.1,0
04:18:14,27.1,0
04:18:20,27.1,0
04:18:26,27.1,0
04:18:32,27.1,0
04:18:38,27.1,0
04:18:44,27.1,0
04:18:51,27.1,0
04:19:02,27.1,0
04:19:08,27.1,0
04:19:20,27.1,0
04:19:26,27.1,0
04:19:32,27.1,0
04:19:38,27.1,0
04:19:44,27.1,0
04:19:50,27.1,0
04:19:56,27.1,0
04:20:02,27.1,0
04:20:08,27.1,0
04:20:14,27.1,0
04:20:20,27.1,0
04:20:26,27.1,0
04:20:32,27.1,0
04:20:38,27.1,0
04:20:44,27.1,0
04:20:50,27.1,0
04:20:56,27.1,0
04:21:02,27.1,0
04:21:08,27.1,0
04:21:14,27.1,0
04:21:20,27.1,0
04:21:27,27.1,0
04:21:33,27.1,0
04:21:39,27.1,0
04:21:45,27.1,0
04:21:51,27.1,0
04:21:58,27.1,0
04:22:04,27.1,0
04:22:10,27.1,0
04:22:16,27.1,0
04:22:22,27.1,0
04:22:28,27.1,0
04:22:34,27.1,0
04:22:51,27.1,0
04:22:57,27.1,0
04:23:08,27.1,0
04:23:14,27.1,0
04:23:21,27.1,0
04:23:27,27.1,0
04:23:33,27.1,0
04:23:39,27.1,0
04:23:45,27.1,0
04:23:51,27.1,0
04:23:57,27.1,0
04:24:04,27.1,0
04:24:10,27.1,0
04:24:16,27.1,0
04:24:22,27.1,0
04:24:28,27.1,0
04:24:40,27.1,0
04:24:46,27.1,0
04:24:52,27.1,0
04:24:58,27.1,0
04:25:04,27.1,0
04:25:10,27.1,0
04:25:16,27.1,0
04:25:22,27.1,0
04:25:28,27.1,0
04:25:34,27.1,0
04:25:41,27.1,0
04:25:47,27.1,0
04:25:53,27.1,0
04:25:59,27.1,0
04:26:05,27.1,0
04:26:11,27.1,0
04:26:17,27.1,0
04:26:23,27.1,0
04:26:29,27.1,0
04:26:35,27.1,0
04:26:41,27.1,0
04:26:47,27.1,0
04:26:53,27.1,0
04:26:59,27.1,0
04:27:05,27.1,0
04:27:11,27.1,0
04:27:18,27.1,0
04:27:24,27.1,0
04:27:30,27.1,0
04:27:36,27.1,0
04:27:42,27.1,0
04:27:53,27.1,0
04:27:59,27.1,0
04:28:05,27.1,0
04:28:17,27.1,0
04:28:23,27.1,0
04:28:29,27.1,0
04:28:35,27.1,0
04:28:41,27.1,0
04:28:47,27.1,0
04:28:53,27.1,0
04:28:59,27.1,0
04:29:05,27.1,0
04:29:11,27.1,0
04:29:22,27.1,0
04:29:28,27.1,0
04:29:40,27.1,0
04:29:46,27.1,0
04:29:52,27.1,0
04:29:58,27.1,0
04:30:04,27.1,0
04:30:10,27.1,0
04:30:16,27.1,0
04:30:22,27.1,0
04:30:29,27.1,0
04:30:40,27.1,0
04:30:46,27.1,0
04:30:53,27.1,0
04:30:59,27.1,0
04:31:05,27.1,0
04:31:11,27.1,0
04:31:17,27.1,0
04:31:23,27.1,0
04:31:29,27.1,0
04:31:35,27.1,0
04:31:41,27.1,0
04:31:47,27.1,0
04:31:53,27.1,0
04:31:59,27.1,0
04:32:06,27.1,0
04:32:12,27.1,0
04:32:18,27.1,0
04:32:24,27.1,0
04:32:30,27.1,0
04:32:36,27.1,0
04:32:42,27.1,0
04:32:48,27.1,0
04:32:54,27.1,0
04:33:00,27.1,0
04:33:07,27.1,0
04:33:18,27.1,0
04:33:24,27.1,0
04:33:30,27.1,0
04:33:36,27.1,0
04:33:42,27.1,0
04:33:48,27.1,0
04:33:54,27.1,0
04:34:00,27.1,0
04:34:12,27.1,0
04:34:18,27.1,0
04:34:24,27.1,0
04:34:30,27.1,0
04:34:37,27.1,0
04:34:43,27.1,0
04:34:49,27.1,0
04:34:55,27.1,0
04:35:01,27.1,0
04:35:07,27.1,0
04:35:13,27.1,0
04:35:19,27.1,0
04:35:25,27.1,0
04:35:31,27.1,0
04:35:37,27.1,0
04:35:43,27.1,0
04:35:49,27.1,0
04:35:55,27.1,0
04:36:01,27.1,0
04:36:07,27.1,0
04:36:13,27.1,0
04:36:19,27.1,0
04:36:25,27.1,0
04:36:32,27.1,0
04:36:38,27.1,0
04:36:44,27.1,0
04:36:50,27.1,0
04:36:56,27.1,0
04:37:02,27.1,0
04:37:13,27.1,0
04:37:19,27.1,0
04:37:25,27.1,0
04:37:31,27.1,0
04:37:37,27.1,0
04:37:44,27.1,0
04:37:50,27.1,0
04:37:56,27.1,0
04:38:02,27.1,0
04:38:08,27.1,0
04:38:14,27.1,0
04:38:20,27.1,0
04:38:26,27.1,0
04:38:32,27.1,0
04:38:38,27.1,0
04:38:44,27.1,0
04:38:55,27.1,0
04:39:01,27.1,0
04:39:07,27.1,0
04:39:19,27.1,0
04:39:25,27.1,0
04:39:31,27.1,0
04:39:37,27.1,0
04:39:48,27.1,0
04:39:54,27.1,0
04:40:01,27.1,0
04:40:07,27.1,0
04:40:13,27.1,0
04:40:19,27.1,0
04:40:25,27.1,0
04:40:31,27.1,0
04:40:37,27.1,0
04:40:43,27.1,0
04:40:49,27.1,0
04:40:55,27.1,0
04:41:01,27.1,0
04:41:07,27.1,0
04:41:13,27.1,0
04:41:19,27.1,0
04:41:25,27.1,0
04:41:31,27.1,0
04:41:37,27.1,0
04:41:43,27.1,0
04:41:49,27.1,0
04:41:55,27.1,0
04:42:01,27.1,0
04:42:07,27.1,0
04:42:13,27.1,0
04:42:19,27.1,0
04:42:26,27.1,0
04:42:32,27.1,0
04:42:38,27.1,0
04:42:44,27.1,0
04:42:50,27.1,0
04:42:57,27.1,0
04:43:03,27.1,0
04:43:14,27.1,0
04:43:20,27.1,0
04:43:26,27.1,0
04:43:32,27.1,0
04:43:38,27.1,0
04:43:44,27.1,0
04:43:51,27.1,0
04:43:57,27.1,0
04:44:04,27.1,0
04:44:11,27.1,0
04:44:17,27.1,0
04:44:23,27.1,0
04:44:29,27.1,0
04:44:35,27.1,0
04:44:41,27.1,0
04:44:47,27.1,0
04:44:53,27.1,0
04:45:05,27.1,0
04:45:11,27.1,0
04:45:17,27.1,0
04:45:23,27.1,0
04:45:29,27.1,0
04:45:46,27.1,0
04:45:52,27.1,0
04:45:58,27.1,0
04:46:04,27.1,0
04:46:10,27.1,0
04:46:16,27.1,0
04:46:23,27.1,0
04:46:34,27.1,0
04:46:40,27.1,0
04:46:46,27.1,0
04:46:57,27.1,0
04:47:09,27.1,0
04:47:26,27.1,0
04:47:32,27.1,0
04:47:38,27.1,0
04:47:44,27.1,0
04:47:51,27.1,0
04:47:57,27.1,0
04:48:08,27.1,0
04:48:14,27.1,0
04:48:26,27.1,0
04:48:32,27.1,0
04:48:38,27.1,0
04:48:44,27.1,0
04:48:55,27.1,0
04:49:01,27.1,0
04:49:07,27.1,0
04:49:13,27.1,0
04:49:19,27.1,0
04:49:25,27.1,0
04:49:31,27.1,0
04:49:37,27.1,0
04:49:43,27.1,0
04:49:49,27.1,0
04:49:55,27.1,0
04:50:02,27.1,0
04:50:08,27.1,0
04:50:16,27.1,0
04:50:22,27.1,0
04:50:28,27.1,0
04:50:34,27.1,0
04:50:40,27.1,0
04:50:46,27.1,0
04:50:52,27.1,0
04:50:58,27.1,0
04:51:04,27.1,0
04:51:11,27.1,0
04:51:17,27.1,0
04:51:23,27.1,0
04:51:29,27.1,0
04:51:35,27.1,0
04:51:41,27.1,0
04:51:47,27.1,0
04:51:54,27.1,0
04:52:00,27.1,0
04:52:07,27.1,0
04:52:23,27.1,0
04:52:30,27.1,0
04:52:37,27.1,0
04:52:43,27.1,0
04:52:49,27.1,0
04:52:55,27.1,0
04:53:01,27.1,0
04:53:07,27.1,0
04:53:13,27.1,0
04:53:19,27.1,0
04:53:25,27.1,0
04:53:31,27.1,0
04:53:38,27.1,0
04:53:44,27.1,0
04:53:50,27.1,0
04:53:56,27.1,0
04:54:02,27.1,0
04:54:08,27.1,0
04:54:14,27.1,0
04:54:20,27.1,0
04:54:26,27.1,0
04:54:32,27.1,0
04:54:44,27.1,0
04:54:55,27.1,0
04:55:01,27.1,0
04:55:13,27.1,0
04:55:19,27.1,0
04:55:25,27.1,0
04:55:31,27.1,0
04:55:38,27.1,0
04:55:44,27.1,0
04:55:50,27.1,0
04:55:56,27.1,0
04:56:02,27.1,0
04:56:08,27.1,0
04:56:14,27.1,0
04:56:26,27.1,0
04:56:32,27.1,0
04:56:38,27.1,0
04:56:44,27.1,0
04:56:52,27.1,0
04:56:58,27.1,0
04:57:04,27.1,0
04:57:10,27.1,0
04:57:16,27.1,0
04:57:22,27.1,0
04:57:29,27.1,0
04:57:35,27.1,0
04:57:41,27.1,0
04:57:52,27.1,0
04:57:58,27.1,0
04:58:04,27.1,0
04:58:16,27.1,0
04:58:22,27.1,0
04:58:28,27.1,0
04:58:34,27.1,0
04:58:40,27.1,0
04:58:46,27.1,0
04:58:57,27.1,0
04:59:03,27.1,0
04:59:15,27.1,0
04:59:21,27.1,0
04:59:27,27.1,0
04:59:44,27.1,0
04:59:55,27.1,0
05:00:01,27.1,0
05:00:07,27.1,0
05:00:13,27.1,0
05:00:19,27.1,0
05:00:25,27.1,0
05:00:32,27.1,0
05:00:38,27.1,0
05:00:49,27.1,0
05:00:55,27.1,0
05:01:01,27.1,0
05:01:13,27.1,0
05:01:24,27.1,0
05:01:30,27.1,0
05:01:42,27.1,0
05:01:48,27.1,0
05:01:54,27.1,0
05:02:00,27.1,0
05:02:06,27.1,0
05:02:17,27.1,0
05:02:24,27.1,0
05:02:30,27.1,0
05:02:36,27.1,0
05:02:42,27.1,0
05:02:48,27.1,0
05:02:59,27.1,0
05:03:11,27.1,0
05:03:17,27.1,0
05:03:23,27.1,0
05:03:29,27.1,0
05:03:35,27.1,0
05:03:41,27.1,0
05:03:47,27.1,0
05:03:59,27.1,0
05:04:05,27.1,0
05:04:11,27.1,0
05:04:17,27.1,0
05:04:23,27.1,0
05:04:29,27.1,0
05:04:35,27.1,0
05:04:41,27.1,0
05:04:47,27.1,0
05:04:53,27.1,0
05:04:59,27.1,0
05:05:05,27.1,0
05:05:11,27.1,0
05:05:17,27.1,0
05:05:23,27.1,0
05:05:29,27.1,0
05:05:36,27.1,0
05:05:42,27.1,0
05:05:48,27.1,0
05:05:55,27.1,0
05:06:01,27.1,0
05:06:07,27.1,0
05:06:13,27.1,0
05:06:19,27.1,0
05:06:30,27.1,0
05:06:36,27.1,0
05:06:42,27.1,0
05:06:49,27.1,0
05:06:55,27.1,0
05:07:01,27.1,0
05:07:07,27.1,0
05:07:13,27.1,0
05:07:20,27.1,0
05:07:26,27.1,0
05:07:32,27.1,0
05:07:38,27.1,0
05:07:44,27.1,0
05:07:50,27.1,0
05:07:56,27.1,0
05:08:02,27.1,0
05:08:08,27.1,0
05:08:14,27.1,0
05:08:20,27.1,0
05:08:26,27.1,0
05:08:33,27.1,0
05:08:39,27.1,0
05:08:45,27.1,0
05:08:51,27.1,0
05:08:57,27.1,0
05:09:14,27.1,0
05:09:20,27.1,0
05:09:31,27.1,0
05:09:37,27.1,0
05:09:54,27.1,0
05:10:00,27.1,0
05:10:06,27.1,0
05:10:12,27.1,0
05:10:18,27.1,0
05:10:24,27.1,0
05:10:35,27.1,0
05:10:41,27.1,0
05:10:48,26.7,0
05:10:54,26.7,0
05:11:00,26.7,0
05:11:06,26.7,0
05:11:12,26.7,0
05:11:18,26.7,0
05:11:24,26.7,0
05:11:30,26.7,0
05:11:36,26.7,0
05:11:42,26.7,0
05:11:48,26.7,0
05:12:05,26.7,0
05:12:11,26.7,0
05:12:17,26.7,0
05:12:23,26.7,0
05:12:35,26.7,0
05:12:46,26.7,0
05:12:52,26.7,0
05:12:58,26.7,0
05:13:04,26.7,0
05:13:10,26.7,0
05:13:16,26.7,0
05:13:22,26.7,0
05:13:45,26.7,0
05:13:51,26.7,0
05:13:57,26.7,0
05:14:03,26.7,0
05:14:09,26.7,0
05:14:15,26.7,0
05:14:21,26.7,0
05:14:27,26.7,0
05:14:33,26.7,0
05:14:39,26.7,0
05:14:45,26.7,0
05:14:52,26.7,0
05:14:58,26.7,0
05:15:04,26.7,0
05:15:10,26.7,0
05:15:16,26.7,0
05:15:22,26.7,0
05:15:28,26.7,0
05:15:34,26.7,0
05:15:40,26.7,0
05:15:47,26.7,0
05:15:53,26.7,0
05:15:59,26.7,0
05:16:05,26.7,0
05:16:11,26.7,0
05:16:17,26.7,0
05:16:23,26.7,0
05:16:29,26.7,0
05:16:35,26.7,0
05:16:41,26.7,0
05:16:47,26.7,0
05:16:53,26.7,0
05:16:59,26.7,0
05:17:05,26.7,0
05:17:11,26.7,0
05:17:17,26.7,0
05:17:23,26.7,0
05:17:29,26.7,0
05:17:35,26.7,0
05:17:42,26.7,0
05:17:48,26.7,0
05:17:54,26.7,0
05:18:00,26.7,0
05:18:06,26.7,0
05:18:12,26.7,0
05:18:18,26.7,0
05:18:24,26.7,0
05:18:30,26.7,0
05:18:36,26.7,0
05:18:42,26.7,0
05:18:48,26.7,0
05:18:54,26.7,0
05:19:00,26.7,0
05:19:07,26.7,0
05:19:13,26.7,0
05:19:19,26.7,0
05:19:25,26.7,0
05:19:31,26.7,0
05:19:37,26.7,0
05:19:43,26.7,0
05:19:54,26.7,0
05:20:01,26.7,0
05:20:07,26.7,0
05:20:13,26.7,0
05:20:19,26.7,0
05:20:25,26.7,0
05:20:31,26.7,0
05:20:37,26.7,0
05:20:43,26.7,0
05:20:49,26.7,0
05:21:06,26.7,0
05:21:17,26.7,0
05:21:23,26.7,0
05:21:29,26.7,0
05:21:35,26.7,0
05:21:47,26.7,0
05:21:53,26.7,0
05:21:59,26.7,0
05:22:05,26.7,0
05:22:11,26.7,0
05:22:17,26.7,0
05:22:23,26.7,0
05:22:29,26.7,0
05:22:36,26.7,0
05:22:42,26.7,0
05:22:48,26.7,0
05:22:54,26.7,0
05:23:00,26.7,0
05:23:06,26.7,0
05:23:12,26.7,0
05:23:18,26.7,0
05:23:24,26.7,0
05:23:30,26.7,0
05:23:36,26.7,0
05:23:48,26.7,0
05:23:54,26.7,0
05:24:00,26.7,0
05:24:06,26.7,0
05:24:12,26.7,0
05:24:18,26.7,0
05:24:24,26.7,0
05:24:30,26.7,0
05:24:36,26.7,0
05:24:42,26.7,0
05:24:48,26.7,0
05:24:54,26.7,0
05:25:00,26.7,0
05:25:07,26.7,0
05:25:13,26.7,0
05:25:19,26.7,0
05:25:25,26.7,0
05:25:36,26.7,0
05:25:42,26.7,0
05:25:54,26.7,0
05:26:05,26.7,0
